Textos_espanol,sdg
"El objetivo articulo analizar procesos antidemocratizacion violacion idea derecho contexto cambios direcciones politica criminal sistema justicia penal, ejemplo legislacion polaca. La actividad legislador campo derecho penal confronto filosofia liberal-democratica derecho penal, busca justificacion represion punitiva consenso social, procedimientos justos llegar acuerdo mecanismos democraticos, manteniendo ideales pluralismo social axiologico. Estos limites reconocimiento derecho penal justo. La antidemocratizacion significa superan limites, constituye precedente desafio filosofia derecho penal contemporaneo.",16
"La politica identidad, activismo colectivo basado experiencias encarnadas genero, sexualidad, raza, etnia nacionalidad, existio finales siglo XX, termino acunado decada 1970 circulo ampliamente decada 1980 respuesta injusticia social, generalizada. prejuicios incluso agresiones parte miembros grupos minoritarios especificos. Para lesbianas, gays transexuales, minorias etnicas nativos americanos EE. UU. Primeras Naciones Canada, mujeres paises occidentales, politica identidad significado trabajar manera proactiva lograr pleno reconocimiento legal social. El feminismo menudo vuela bajo bandera politica identidad argumento igualdad genero aun lejos ser norma sociedades occidentales menos aun muchas sociedades asiaticas africanas, mundo arabe.",16
"Tambien pueden abordar sesgo introducido politicas especificas tecnologia, tema analiza siguiente seccion. Bajo enfoque, requeriria generadores electricidad satisfagan fraccion creciente generacion utilizando fuentes carbono cero fuentes menor intensidad carbono (RFF, 2012). El impacto CES puede variar sustancialmente segun especificaciones detalles poliza. Las especificaciones factura.",16
"Luego describe principales cuellos botella pueden preverse relacion uso agua, uso tierra uso energia, asi dimension material nexo. Finalmente, motiva enfoque modelado dinamico integrado mas adecuado investigar interrelaciones cuellos botella nexo. Necesitamos agua cultivar alimentos producir energia, necesitamos energia cultivar alimentos bombear tratar agua, necesitamos tierras producir bioenergia. El uso insostenible recursos genera serias preocupaciones inminente escasez.",7
"En D.C. v. Heller, pregunta Tribunal si prohibicion Distrito mas registros armas fuego, prohibicion portar armas ocultas mandato armas guardadas hogares permanezcan descargadas cerradas desarmadas violan derechos ciudadanos. estan garantizados Segunda Enmienda. Mark Tushnet escribe proxima decision Corte Suprema dramatiza tension politica publica Constitucion. David Hemenway analiza violencia armada Estados Unidos efectos probables caso Corte Suprema DC v. Heller. Es profesor politica salud Escuela Salud Publica Harvard, Boston.",16
"El terrorismo posmoderno presenta desafio importante seguridad mundial instituciones encargadas hacer cumplir ley. Los actores estatales operan traves fronteras internacionales, involucrados aparente insurgencia global extremismo atraviesa limites tradicionales crimen guerra, plantean desafios importantes agencias inteligencia fuerzas orden. Estos insurgentes globales red combinan fanatismo politico religioso empresas criminales desafiar derecho plantear cambio epoca estructuras relaciones estados. Negociar cambio epoca requiere organos tradicionales seguridad nacional (los servicios diplomatico, militar inteligencia) forjen nuevas alianzas policia organizaciones seguridad publica nivel estatal local (subnacional), asi nivel transnacional. Se deben superar importantes desafios operativos, politicos culturales forjar red global multilateral efectiva contrarrestar terrorismo insurgencia global.",7
"Este articulo examina poder gobierno politica educacion primaria secundaria Canada Estados Unidos. El estudio distingue politica gobierno federal politica nacional resulta adopcion voluntaria politicas similares parte gobiernos subnacionales. El analisis identifica factores favorecen desarrollo politica educativa nacional. La politica federal parece tener mayor potencial exito politica nacional debido recursos federales autoridad ejecucion. Sin embargo, existen restricciones constitucionales poder federal educacion Canada restricciones politicas tecnicas ambos paises. Los gobiernos subnacionales ambos paises salvaguardan activamente federalismo protegen autonomia. El estudio indica compromiso subnacional esencial exito politica educativa nacional politica educativa federal.",7
"En 2013, inversores institucionales paises OCDE (por ejemplo, companias seguros, fondos inversion, fondos pensiones, fondos publicos reserva pensiones, fundaciones dotaciones) poseian activos valor 93 billones USD (OCDE, 2015c). Las fuentes tradicionales inversiones infraestructura verde, gobiernos bancos, enfrentan restricciones cada vez mayores debido obstaculos estructurales, desapalancamiento regulaciones financieras inminentes. En paises emergentes desarrollo, fondos soberanos fuentes clave capital, gracias USD 7 billones activos partir enero 2015 (Sovereign Wealth Fund Institute, 2015).",16
"En general, coccion realiza combustibles comerciales cocinar (gas electricidad). Las excepciones ocurren areas remotas estufas lena combustion controlada brindan servicios calefaccion cocina. Los edificios residenciales, comerciales publicos representan 65% consumo final gas natural, mayor parte consumo calefaccion espacios.",7
"El mayor uso sistema judicial resolucion problemas sociales Brasil repercusiones politicas sociales afecta directamente administracion problemas sociales. Esta tendencia destaca democracia brasilena, contexto avance politicas neoliberales. El objetivo articulo contribuir debate tratamiento politicas tribunales cuestion social Brasil, destacando cambio papel poder judicial accion Trabajo Social cuestiones sociojuridicas. La relevancia Trabajo Social debe contribucion tarea hacer mas sustantiva justicia. Este trabajo implicaciones eticas, pues mismo tiempo inclina hacia defensa ciudadania, perspectiva promotora derechos, tambien sirve perfeccionar mecanismos control social.",6
"ResumenEl objetivo proyecto explorar formas que, ausencia formas tradicionales gobierno entorno global, ley puede disciplinar ejercicio transnacional poder privado parte variedad actores mercado (desde agencias calificadoras, setters agronegocios multinacionales fondos buitre). Tradicionalmente, actividades economicas transfronterizas actores estatales caen dentro ambito competencia area derecho conocida “derecho internacional privado”. Sin embargo, pesar juridificacion contemporanea politica internacional, derecho internacional privado contribuido debate gobernanza global, permaneciendo notablemente silencioso distribucion cada vez mas desigual riqueza autoridad mundo. Al dejar asuntos contraparte internacional publica, deja gran medida desatendidas causas privadas crisis injusticia afectan areas mercados financieros, proteccion ambiental, contaminacion, deuda soberana, bart...",7
"Este articulo basa teoria interaccion social (el trabajo Irwin Altman) desarrollar teoria derecho privacidad, refleja forma experimenta privacidad. Esta teoria establece derecho privacidad derecho respeto barreras produce invasion privacidad traspasa barrera privacidad. La primera parte articulo establece posicion teoria autor erudicion existente. La segunda parte documento amplia teoria explicar naturaleza barreras privacidad forma teoria autor maneja serie problemas especificos privacidad, incluidas amenazas privacidad, intentos invasion privacidad, interferencias imprevistas privacidad renuncia derecho. privacidad La parte final articulo demuestra impacto enfoque privacidad podria tener razonamiento judicial, particular articulo 8 Convenio Europeo Derechos Humanos.",16
"Si bien responsabilidad Estados y, tiempos mas recientes, empresas, discutido fondo relacion derechos humanos, puede surgiendo nueva etapa evolucion relacion responsabilidad patrocinadores financieros empresa acusada abuso derechos humanos. abusos derechos. Este articulo considera base derecho internacional tal responsabilidad emergente examina vias legales utilizadas litigios nacionales recientes instituciones financieras. El articulo concluye examinando instrumentos relevantes derecho internacional 'blando' senala aunque poca legislacion concreta precedentes judiciales responsabilicen instituciones financieras acciones aquellos invierten, potencial ley evolucionar direccion clara.",16
"Tuvalu tambien Plan Maestro Energia Renovable Eficiencia Energetica (2012-2020) incluye objetivo aumentar eficiencia energetica Funafuti 30 ciento, esquema subsidio electrodomesticos eficiencia energetica planificado cooperacion Banco Desarrollo Tuvalu, uso medidores prepago limitar consumo electricidad. La Politica Nacional Energia Tuvalu 2009 incluyo equidad genero principio politica. Vanuatu depende gran medida importaciones combustibles fosiles satisfacer necesidades energeticas, 63 % suministro total energia proviene petroleo, seguido biomasa (35 %) energias renovables (2 %) (Figura 9.1).",7
"Desde aprobacion Ley Lideres Tradicionales Zimbabue 1998, reconocimiento incorporacion liderazgo tradicional gobierno parte aumentado considerablemente. Esto coincidido crisis politica economica emergente pais, lideres tradicionales cada vez mas empoderados actores gobernanza local junto gobiernos democraticos elegidos localmente. A traves prisma esquemas manejo recursos naturales area Gokwe Zimbabue, capitulo analiza estatus cuestionado lideres tradicionales gobernanza democratica descentralizada,1 tambien relaciona contexto especifico Zimbabue debate mas amplio relacion procesos democratizacion, descentralizacion reconocimiento autoridad tradicional. En particular, capitulo pregunta cuales consecuencias mayor reconocimiento estatal lideres tradicionales cuestiones rendicion cuentas, gobernanza legitimidad zonas rurales.",16
"Este fallo aplica contratos gubernamentales (municipales) define terminos esenciales. En general, programa reconoce intensidad energetica 2,5 veces superior media mundial 3,5 veces superior paises desarrollados. El Programa Federal “Ahorro Energia Mejora Eficiencia Energetica 2020” reemplazado nuevo Programa Federal “Eficiencia Energetica Desarrollo Sector Energetico” (2013-2020).",16
"En abril 2015, Tribunal Europeo Derechos Humanos (TEDH) dictamino legislacion italiana inadecuada tipificar delito actos tortura (Cestaro c. Italia). Tras decision TEDH, Parlamento italiano aprobo proyecto ley A.C. 2168 pretendia introducir delito tortura (articulo 613-bis) Codigo Penal italiano. El proyecto ley parece cumplir definicion tortura proporcionada derecho internacional, tambien descuida pautas legislativas esbozadas TEDH Cestaro v. Italia. El proposito articulo doble. Por lado, evaluara decision TEDH centrandose problema estructural Italia deber promulgar hacer cumplir disposiciones penales eficientes virtud articulo 3 Convencion Europea. Por parte, analizara contenido normativo articulo 613-bis fin resaltar debilidades proponer, cada ellas, sugerencias modificacion.",7
"En mercado competitivo precio unico define incentivo participantes produzcan consuman electricidad manera simetrica, impactos energias renovables variables nivel volatilidad precio solo reflejarian realidades mercado cambiante. Los consumidores distribuidores tendrian decidir hacer frente suministro intermitente proveedores solo utilizan energias renovables proveedores tendrian considerar si naturaleza intermitente tecnologias competitiva frente generacion energia tradicional mediante tecnologias gestionables nuclear, carbon gas. Sin embargo, senalado anteriormente, energias renovables variables enfrentan mismos incentivos tecnologias. Este tratamiento asimetrico aisla energias renovables variables impactos mismas infligen precio mercado, afecta solo tecnologias benefician dichas tarifas alimentacion.",16
"Para hacer frente escenarios, operador sistema debe tener rango reservas auxiliares cartera generacion mantener estabilidad sistema, regulacion, seguimiento carga prepararse peor casos. La programacion despacho reservas auxiliares ejercicio complicado. Las reservas auxiliares generalmente dividen tres categorias segun rapidez pueden aumentar disminuir produccion satisfacer demanda. (Pueden aumentar disminuir produccion rapidamente (entre pocos segundos minutos) responder perturbaciones frecuencia. Compara produccion real planta, periodo tiempo determinado, cantidad energia planta habria producido si habia funcionado plena capacidad misma cantidad tiempo.",7
"Este articulo descubre compromisos normativos subyacen discusiones cumplimiento diseno institucional derecho internacional teoria relaciones internacionales (RI) traves examen concepto “comunidad global” diferentes discursos disciplinarios. En discusiones teoricas evocan tres imagenes comunidad global: pluralista, solidarista discursiva. Despues esbozar dos primeras discutir criticas hecho, articulo busca defender tercera imagen, ofrece enfoque integracion social global vez culturalmente sintonizado ambicioso alcance. Basandose teoria critica relaciones internacionales, filosofia politica teorias discursivas derecho, articulo argumenta imagen propuesta comunidad global potencial resolver exito tension inherente orden, justicia diversidad cultural, derecho internacional puede desempenar papel. papel significativo.",7
"Como actores estatales, EMSP estan acogidas doctrinas tradicionales derecho internacional dominadas estados. Sin embargo, derecho internacional si mismo logrado seguir ritmo evolucion actores estatales, aplican fuertes nociones soberania Westfalia. Se argumenta insuficiencias estructurales interponen camino regulacion internacional EMSP, lugar defectos derechos humanos internacionales derecho humanitario per se. Al analizar comprension responsabilidad legal, problemas estructurales pasan primer plano, argumenta que, lugar intentar resolver disputa esencialmente ideologica funciones inherentes estado, regimenes regulatorios deberian centrarse obligaciones positivas EMSP. , interacciones ellos. Aplicando resultados analisis, evaluan regimenes regulatorios actuales propuestos revelan deficiencias.",16
"Las plantas carbon (particularmente plantas mas pequenas) menudo estan facilmente disponibles ser implementadas nivelar picos valles sistema energia. Sin embargo, envio menudo margen consideraciones economicas medioambientales. Las centrales electricas carbon menos flexibles respuesta cambios carga debido tiempos arranque/apagado mas prolongados mayor velocidad cambio (debido inercia termica). Ademas, plantas carbon funcionan eficiencia menor funcionan plena capacidad.",16
"Un estudio mas detallado tendria considerar diferencias nacionales subnacionales posibilidades produccion diversas tecnologias. Tenga cuenta que, argumento anteriormente, hecho GFIT examinado aqui diferentes tarifas diversas tecnologias incentivo paises centren fuentes energia mayor potencial tecnico, independientemente costo relacion tecnologias. Por tanto, utilizar potenciales tecnicos dividir inversion energias renovables diversas tecnologias relacion alternativas, considerar elecciones reales hacen paises actualmente, ausencia apoyo externo fuentes energia renovable.",16
"El articulo centra decision Abogado General Militar Israeli (MAG) acusar oficial ordeno matar tiros manifestante palestino esposado ojos vendados, soldado ejecuto orden, “conducta impropia”. Avanza siguientes proposiciones: (i) perspectiva derecho internacional aplicable, hechos caso califican tiroteo crimen guerra, (ii) dicha decision MAG israeli indicativa politica tolerancia hacia violencia protesta civil violenta construccion Muro Separacion, (iii) implicacion tal politica doble: primer lugar, podria transformar “conducta impropia” c legalmente crimen guerra c crimen lesa humanidad, segundo lugar, bien puede interpretarse invitacion comunidad internacional intervenir mediante ejercicio jurisdiccion universal.",6
"Este capitulo examina libertad religion constitucion canadiense. Despues ubicar proteccion moderna libertad religion dentro historia constitucional canadiense, capitulo explora interpretacion derecho parte Corte Suprema Canada, prestando especial atencion ley constitucional define entiende religion misma. Luego, capitulo pasa tres temas surgido centrales jurisprudencia libertad religion, tambien reflejan cuestiones mas amplias dentro constitucionalismo canadiense: inestabilidad division publico/privado medio analizar problemas constitucionales, tension derechos individuales consideracion intereses colectivos comunitarios, paradojas encierra aspiracion neutralidad estatal. En ultima instancia, capitulo argumenta libertad religion ofrece via unica comprender temas mas profundos, tensiones, ideologias politicas operan canadiense, historia logica orden constitucional.",16
"UN FARO CONTRA LA APROBACION Y LA IMPLEMENTACION DE LA LEY REPRESIVA Tras derribo, aviones, torres gemelas World Trade Center Nueva York 11 septiembre 2001, democracias occidentales pasado cada serie leyes “antiterroristas” legislacion seguridad criticada constantemente violar derechos humanos civiles. El 23 febrero 2007, Corte Suprema Canada determino unanimidad disposiciones Ley Inmigracion Proteccion Refugiados 2001 (Canada) pretenden proteger ciudadanos terrorismo terroristas infringen Carta Canadiense Derechos Libertades 'la Carta').1 Aunque Yendo tan lejos deseaban solicitantes, decision afirmacion gobiernos parlamentos carta blanca restringir derechos personas dentro fronteras nombre proteccion seguridad.",16
"Este tipo estructura mercado tipica sectores energeticos previos liberalizacion mayoria paises, incluidas seis economias SEE. Por ejemplo, experiencia paises miembros OCDE liberalizacion mercado energia mercados electricidad estan coordinados integrados traves fronteras mercados regionales brindan beneficios consumidor, incluidos precios mas competitivos mayor seguridad suministro (IEA, 2005). Mas recientemente, quedado claro requiere integracion regional mercados electricidad lograr reducciones emisiones menor costo (IEA, 2014a). Las ganancias potenciales equilibrar recursos, si comparten manera efectiva economias, incluyen mayores posibilidades tecnicas equilibrar provision capacidad, menores costos generales equilibrio alineacion costos equilibrar provision servicios costos hacerlos disponibles (ECS, 2014). ).",16
"Resumen En conflictos civiles etnicos, minorias sexuales experimentan mayor riesgo crimenes guerra violencia sexual, tortura muerte. Como resultado, minorias sexuales siguen siendo poblacion invisible conflictos armados debido necesidad seguridad. El estudio adicional minorias sexuales zonas conflicto confronta cuestiones derechos humanos, crimenes guerra efectos psicosociales guerra. Este articulo revisa investigacion existente minorias sexuales zonas conflicto, examina hallazgos derechos humanos, crimenes guerra efectos psicosociales guerra violencia poblaciones minorias sexuales, revisa barreras efectividad enfrentan programas intervencion desarrollados especificamente ayudar. sociedades post-conflicto. El articulo concluye resumen hallazgos dentro literatura consideraciones adicionales investigacion agresion comportamiento violento grupos minorias sexuales zonas conflicto.",7
"En articulo investigamos tension gobernabilidad construccion Estado. La gobernanza enfatiza diversificacion, racionalidad reflexiva, interaccion heterarquica, negociacion coordinacion, mientras construccion enfatiza centralizacion, racionalidad procesal, orden jerarquico, control regulacion. A pesar conflicto resultante diferencias respectivas esencias, existe cierta mezcla dos. Por lado, proceso construccion simultaneo proceso establecimiento derechos civiles democracia. Por lado, necesita Estado fuerte sirva base gobernabilidad debido riesgos asociados fracaso gobernabilidad necesidad metagobernanza. Tales conflictos mezclas construyen tension dialectica gobernabilidad construccion Estado. Con respecto funcionamiento dialectica, necesario mantener dicha tension correctamente fundamentada derecho.",16
"Si bien radicalmente diferente economias similares Bulgaria, Eslovenia Turquia, particularmente significativo seis economias evaluadas dado acceso suministro gas natural irregular mejor casos, Albania, Kosovo Montenegro conexion gasoductos. Esta incertidumbre suministro energia perjudicial bienestar consumidor y, manera crucial, socava competitividad nacional. Los suministros energia confiables fundamentales competitividad industrias empresas locales, senal importante inversores potenciales. La cartera inversiones infraestructura energetica objetivo mejorar aun mas seguridad energetica, abordar debilidades historicas restantes adaptarse rapido cambio tecnologico.",6
"Este articulo examina derecho internacional pertinente relacionado consentimiento informado tratamiento personas discapacidades psicosociales reflexiona proteccion ofrece respecto Convenio Europeo Derechos Humanos (CEDH) Convenio Consejo Europa Derechos Humanos Biomedicina. El articulo argumenta que, si bien Convencion Naciones Unidas Derechos Personas Discapacidad comenzando influir jurisprudencia Tribunal Europeo Derechos Humanos, CEDH Tribunal solo brindado proteccion ""debil"" personas discapacidad psicosocial relacion consentimiento informado tratamiento medico.",16
"Este articulo detalla simulacion formulacion nuevo tratado internacional derechos humanos disenado curso introductorio estudios internacionales. La comprension interes estudiantes variedad temas relaciones internacionales, incluida diplomacia, juegos dos niveles, derecho internacional, derechos humanos toma decisiones grupo, refuerzan involucrar activamente estudiantes formulacion politicas negociaciones estado. . El articulo estructurado torno cuatro componentes clave enfoques aprendizaje activo (objetivos educativos, parametros diseno, procedimientos evaluacion debriefing) proporcionar comprension completa objetivos, configuracion, proceso ventajas simulacion. La simulacion ejecutado exito varias veces gran universidad estatal pequena institucion artes liberales. Los comentarios apoyo estudiantes interesante variedad resultados indican simulacion adicion positiva curso refuerza uso enfoques aprendizaje activo aula estudios internacionales.",16
"Objeto a€“ Los casos corrupciA3n, malversaciA3n, hurto fraude, abuso discrecionalidad, favoritismo, nepotismo, clientelismo abuso poder gobiernos generado creciente demanda sociedad acceder informaciA3n pAoblica. En respuesta demanda, gobiernos visto obligados ser mas transparentes conduccion actividades. El indice transparencia informacion (TI) puede condicionado caracteristicas economicas politicas gobiernos locales afecten informacion proporcionada. ¿Que factores influyeron indice transparencia municipal? La literatura transparencia basa gran medida explicaciones teoria agencia teoria legitimidad. Con base postulados ambas teorias, proposito articulo doble. En primer lugar, estudiar indice transparencia municipios espanoles y, segundo lugar, determinar principales caracteristicas estan afectando indice transparencia. DiseA±o/metodologAa/aproximaciA3n a€“ Los datos recogieron ranking Transparencia Internacional EspaA±a sob...",16
"El capitulo Aust trata papel tribunales nacionales interpretacion tratados. Analiza tribunales nacionales hacen uso reglas interpretacion establecidas Convencion Viena Derecho Tratados. Estas normas pertenecen categoria normas secundarias ordenamiento juridico internacional. Un enfoque divergente tribunales nacionales podria socavar coherencia derecho internacional. El capitulo ofrece descripcion general Convencion establece programa interpretativo ideal, relaciona cuestion nociones derecho internacional aborda proceso interpretacion decisiones tribunales nacionales. Argumenta adhesion reglas establecidas Convencion Viena puede fortalecer derecho internacional.",7
"Este capitulo, examina delitos Estado, incluyen genocidio, crimenes guerra, tortura, violencia policial “gran corrupcion” (el saqueo organizado recursos nacionales parte elite gobernante), propone primer lugar definicion contempla delitos Estado forma Desviacion organizativa implica violacion derechos humanos Despues analizar alcance actividad estatal claramente criminal mundo hoy, describe enfoque dialectico explicar crimen estatal evaluar metodos innovadores actualmente empleados investigacion crimen estatal. actores criminales trabajos academicos crimen estado.",6
"Este capitulo destaca desacuerdo Lucius Caflisch sentencia mayoritaria Gran Sala tribunal europeo derechos humanos Al-Adsani v. Reino Unido. En 2000, Gran Sala tribunal europeo derechos humanos enfrento tres casos separados, alegando habia violado convencion europea derechos humanos debido restricciones impuestas acceso tribunales solicitudes inmunidad estatal soberana. Los casos decidieron raiz litigio Pinochet, referencias jus cogens juicios proporcionaron gran parte lastre argumentos demandantes. Sus argumentos sientan bases jueces interpreten prohibicion tortura jus cogens obligacion internacional superior otorgar Estados agentes inmunidad total casos alegue tortura. Palabras clave: disidencia Al-Adsani, tribunal europeo derechos humanos, comision derecho internacional (CDI), prohibicion jus cogens, Lucius Caflisch, prohibicion tortura, inmunidad estatal soberana",7
"Este articulo motivado dos tendencias relaciones internacionales (RI): tendencia general hacia neoliberalismo global giro discursivo erudicion RI. El neoliberalismo, aunque practica plenamente ninguna parte, convertido discurso dominante medida normativa ideas politica economica torno cuales unen debates politicos. Todo mas notorio paises menos desarrollados. Este articulo intenta explicar cambio gradual economia politica global, mayoria discusiones centran conjunto central ideas creencias deberia funcionar sistema. Dado evidencia cambio ideacional/discursivo anterior final Guerra Fria cambio sintonia crecimiento constante interdependencia economica, justifican nuevos enfoques. Lo argumenta aqui estudio interaccion social arrojara mucha luz desarrollado sistema internacional actual.",16
"ResumenObjetivos: En mundo, organismos encargados hacer cumplir ley vinculan frecuencia trafico drogas ilicitas delitos graves organizados, terrorismo trafico armas. Sin embargo, quedan pocos analisis academicos sistematicos alcance naturaleza vinculos. Este documento exploro grado concordancia tendencias trafico drogas alto nivel siete delitos graves organizados Australia: delitos (y subtipos delitos) correlacionan mas menos trafico drogas. Metodos: Datos oficiales delitos Commonwealth Director Ministerio Publico obtuvo procesos penales trafico drogas, lavado dinero, fraude, trafico armas, trafico personas, trafico sexual, terrorismo corrupcion tendencias examinadas decada: 2005-2006 2014-2015. Resultados: analisis revelado correlacion positiva narcotrafico lavado dinero subcategorias corrupcion, fraude trata personas. No encontro correlacion positiva narcotrafico...",16
"El rango control primario debe ser ±2% potencia nominal, deben lograr valores mas altos, ±5%. Las reservas control frecuencia primaria activaran 30 segundos mantendran menos 15 minutos. El rango control secundario debe ser menos ±10% potencia nominal debe activarse velocidad minima 1%/min. Se lograran velocidades rampa mas altas, velocidad maxima 5%/min.",7
"Este documento presenta aspecto tacito inmunidad Jefes Estado, saber, dicha inmunidad desacuerdo expectativa derecho internacional debe aplicarse desafiar resistencia promover respeto derechos humanos. Considera cuestion si inmunidad Jefes Estado da lugar impunidad facto caso violaciones derechos humanos reconocidas normas imperativas (jus cogens) cometidas dichos Jefes Estado. Si bien documento enfatiza papel critico inmunidad Jefes Estado contexto relaciones internacionales, argumenta Jefes Estado deben exentos castigo estan juego violaciones derechos humanos.",7
"Los defensores opositores estatutos derechos revision judicial menudo comparten ideales politicos y, embargo, discrepan profundamente mejores medios promoverlos forma adecuada equilibrarlos caso conflicto. En libro mas reciente, Wil Waluchow intenta proporcionar teoria revision judicial trate adecuadamente ideales populares estabilidad adaptabilidad. La piedra angular argumento nocion moralidad comunitaria, permite jueces constitucionales desarrollar leyes constitucionales (adaptabilidad) dejar ser leales principios democraticos derecho (estabilidad). El objetivo articulo ofrecer critica nocion moralidad comunitaria, particular, objetivo desafiar suposicion moralidad miembros sociedades plurales modernas tan uniforme requiere teoria Waluchow. .",16
"Este articulo examina papel cobertura televisiva toma decisiones votantes campana electoral federal australiana 2001, convocada apenas unas semanas despues importante incidente solicitantes asilo ataques terroristas 11 septiembre. Lo hace explorando dependencia diferencial votantes dos conjuntos temas distintos alto perfil dominaron cobertura campana electoral medios: temas internos habian sido foco ano electoral (especialmente salud, educacion impuestos) temas internacionales. temas asumieron centro escena justo convocatoria elecciones (refugiados solicitantes asilo, terrorismo defensa seguridad nacional). Usando analisis contenido original cobertura televisiva encuesta electoral australiana 2001, modelos efectos interaccion arrojan patrones significativamente diferentes confianza internacional nacional grupos votantes. Estos efectos distinguen momento eleccion voto individuos nivel interes informacion politica existente. Moderador...",16
"Las medidas coercitivas unilaterales condenadas anualmente Asamblea General ONU ser contrarias derecho internacional tener efectos negativos derechos humanos economia paises desarrollo. Aunque doctrina legal generalmente encuentra limitaciones coercion economica area gris derecho internacional, resoluciones podrian ser indicativas prohibicion emergente. Sin embargo, tras examen mas detallado, pareceria satisfacen criterios requeridos, desarrollados jurisprudencia doctrina internacionales, establecer nueva costumbre. Dicho esto, resoluciones ilustran claramente division Estados desarrollados desarrollo legitimidad sanciones unilaterales deben descartarse. Con fin comprender surgio division podemos superarla, articulo procede abordar factores sociales conducen creacion.",16
"Esta contribucion simposio conocimiento comun “Paz medios” argumenta impulso autoestima, logrado ganando honor posicion, sido causas fundamentales conflictos violentos guerra largo historia pacificacion toma La explicacion griegos llamaban thumos condenada fracaso. Utilizando conjunto datos original todas guerras 1648 (la Paz Westfalia) involucran grandes potencias ascenso, ensayo muestra guerras asociadas honor, posicion venganza, todas expresiones thumos, superan numero causadas seguridad preocupaciones materiales. . Al mismo tiempo, argumenta, diplomacia teoria relaciones internacionales inclinado cada vez mas hacia creencia conflictos resuelven unicamente mediante negociaciones basadas consideracion racional intereses materiales. El autor concluye resolucion conflictos necesita repensar presupuestos comparacion literatura filosofia grecolatinas.",16
"La situacion demografica insatisfactoria paises europeos, particular reduccion fecundidad, actualiza cuestion derechos reproductivos. Los derechos reproductivos incluyen capacidad humana tomar decisiones libres independientes salud reproductiva, incluido nacimiento hijos, tiempo intervalos nacimiento, derecho decidir procreacion discriminacion, amenazas violencia, asi reconocimiento derecho recibir informacion relevante. El articulo dedicado analisis aspectos teoricos generales, penales procesales problematicos campo derechos reproductivos. En particular, consideran articulo cuestiones aplicacion tecnologias reproduccion asistida, regulacion nivel internacional nacional, asi practica Tribunal Europeo Derechos Humanos (en adelante, CEDH). Se presta especial atencion especificidad factores legales practicos gestacion subrogada.",7
"America Latina puede, tiempo, liberarse gran parte corrupcion ahora penetra esferas publicas corporativas. Dada ruptura impunidad politicos ejecutivos Brasil lugares, creciente intolerancia tratos corruptos parte ciudadanos America Latina mayor vigilancia sociedad civil medios comunicacion, mas facil limpiar paises completamente corruptos practica corrupcion. mas probable decadas pasadas. Los ejemplos mayoria positivos Uruguay, Chile Costa Rica prometedores. Las innovaciones propuestas capitulo tambien podrian ayudar.",6
"La pobreza urbana concentrada Estados Unidos aborda doble perspectiva. El primer punto vista deriva literatura ciencias sociales. Para avanzar base conocimiento existente, hace referencia programa investigacion especifico, Proyecto Desarrollo Humano Vecindarios Chicago. Este esfuerzo encuentra actualmente mitad curso estudio decada ninos principales grupos raciales/etnicos, clases sociales vecindarios ciudad demostrando impactos negativos desarrollo social comportamiento ninos ser criados zonas pobreza concentrada. La segunda perspectiva contempla pobreza urbana contexto disparidad ingresos cada vez mayor traves lente derechos economicos sociales otorgados ciudadanos democracia. Se necesita urgentemente liderazgo politico desafiar nivel disparidad reconocer pobreza urbana concentrada violacion insidiosa derechos humanos, particularmente ninos afroamericanos.",7
"Poner fin atrocidades humanitarias vuelto tan importante Naciones Unidas prevenir guerra interestatal. Este libro examina transformacion operaciones ONU, analizando funcion estructura cambiantes. Ramesh Thakur pregunta que, puede usar fuerza, argumenta abismo cada vez mayor legalidad legitimidad evidencia erosionado comunidad internacional. Considera tension Estados Unidos, capacidad usar fuerza ​​proyectar poder, Naciones Unidas, centro sistema internacional aplicacion ley. Afirma importancia central derecho orden basado reglas centrado Naciones Unidas base sistema civilizado relaciones internacionales. Este libro sera interes estudiantes Naciones Unidas organizaciones internacionales departamentos politica, derecho relaciones internacionales, asi encargados formular politicas organizaciones internacionales gubernamentales gubernamentales.",16
"Esto permitiria sectores beneficiaran mejor gestion agua facilitaria gestion conjunta recursos hidricos, particular tiempos escasez. La cobertura parcial limita beneficios potenciales SWM herramienta mitigar riesgos inundaciones sequias, tanto, seria interesante vincularse MAFRA KRC etapa desarrollo explorar oportunidades colaboracion. ¿Cuales ganancias potenciales comunidad agricola?",16
"El derecho internacional carece tipo marco integral organizar estructurar normas, instituciones funciones, tal preven fundamentos constitucionales nacionales. En cambio, sistema legal internacional, menos respecta tratados, puede verse gran medida conjunto regimenes separados iguales rango distintos membresia, reglas, instituciones, mecanismos legislativos solucion controversias. Su interrelacion rige dos medios bastante diferentes: lado, organizaciones internacionales pueden ejercer cierta supervision politica dentro serie confines limites. Por lado, si trata cuestiones aplicacion interpretacion reglas particulares casos particulares, entra juego derecho internacional tratados, tal establece principalmente Convencion Viena Derecho Tratados 1969 (CVDT).",16
"El analisis sigue objetivo presentar nueva informacion dinamica ley apremiante uso fuerza ​​los avances establecimiento paz Africa. Pretende ser mas descriptivo analitico. Discutira, cosas, evolucion derecho internacional uso fuerza mediante evaluacion practica estatal evolucion derecho tratados Africa final Guerra Fria.",16
